Title,Artist,Cluster
Halloween & Alternative,I DONT KNOW HOW BUT THEY FOUND ME,0
Perreo Tenebroso Vol. 3,Moderatto,4
80's,Faith No More,0
Halloween 2022 Pop Vol. 2,Moderatto,4
Helloween Party,Barns Courtney,0
Timeless Rock Hits,Jet,4
REGNIG DAG,Blind Melon,3
Fiesta temática 90s,Live,4
Maintain Your Mojo,The Velvet Underground,1
Ella Es Tan Cargosa,Ella Es Tan Cargosa,4
Maintain Your Mojo,Faith No More,0
Metal,Faith No More,0
Halloween 2022 Pop Vol. 5,Moderatto;Danna Paola,3
Halloween 2022 Perreo Vol. 5,Moderatto;KAROL G,0
Los Clásicos del Pop 90s,Blind Melon,3
90's Music Grandi Successi,Blind Melon,3
Fiesta temática 90s,Blind Melon,3
Timeless Rock Hits,Faith No More,4
Modo trabajación,Los Bunkers,4
Hits Pop Rock 90's,Blind Melon,3
Modo trabajación,Los Bunkers,0
Rock un sentimiento vol. I,Los Bunkers;Manuel García,4
Rock un sentimiento vol. I,Los Bunkers,4
Rock un sentimiento vol. I,Los Bunkers,0
Walking On A Dream (10th Anniversary Edition),Empire of the Sun,0
Fallen Star,The Neighbourhood,0
Q.E.D,BLUE ENCOUNT,4
MUKANJYO,Survive Said The Prophet,4
Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,1
I'm Sorry...,The Neighbourhood,0
Chip Chrome & The Mono-Tones,The Neighbourhood,0
Oracular Spectacular,MGMT,4
finding it hard to smile,lovelytheband,4
Heaven on Hold,Bryce Fox,1
Get Born,Jet,4
I Love You.,The Neighbourhood,4
The Bends,Radiohead,3
Comedown Machine,The Strokes,2
ATLAS (Deluxe),The Score,0
Pressure,The Score,4
Way Maker,Leeland,4
ATLAS,The Score,0
ATLAS,The Score,0
Only Jesus,Casting Crowns;Matthew West,4
The End Is Where We Begin,Thousand Foot Krutch,0
"Echoes, Silence, Patience & Grace",Foo Fighters,4
Cemiyette Pişiyoruz,Flört,0
How Great Is Our God: The Essential Collection,Chris Tomlin,4
Grandes exitos,Los Tipitos,4
Halloween 2022 Pop Vol. 5,Esteman,0
Acústico (Live),Os Paralamas Do Sucesso,1
Canciones del Huracan + Wonderful Noches,Tan Bionica,4
Rock - Best of 2022,Highly Suspect,4
Halloween Metal Nights,Wolfmother,0
Fiesta temática 90s,Hole,4
Alternativo diferente latino,Esteman,4
Rock x siempre,Los Abuelos De La Nada,0
Kick It,Wolfmother,0
TOKYO - HALLOWEEN -,Creep Hyp,4
Alternativo diferente latino,Esteman;Paula Pera y el fin de los Tiempos,4
Triste Hora,Bersuit Vergarabat,0
Circología,Los Caligaris,4
Halloween 2022 Pop Vol. 5,Esteman,4
Triste Hora,Bersuit Vergarabat,0
Triste Hora,Bersuit Vergarabat,0
Triste Hora,La Vela Puerca,0
Triste Hora,Bersuit Vergarabat,3
Carrete familiar,La Mosca Tse-Tse,4
Triste Hora,La Vela Puerca,0
Rock x siempre,Los Abuelos De La Nada,3
Rock x siempre,Los Abuelos De La Nada,4
Rock x siempre,Bersuit Vergarabat,4
Triste Hora,Bersuit Vergarabat,1
Triste Hora,La Renga,0
Wiped Out!,The Neighbourhood,0
Chip Chrome & The Mono-Tones,The Neighbourhood,4
Ultraviolet Disguise (Deluxe Edition),The Technicolors,4
Happiness,The 1975,4
シンデレラ,Cidergirl,4
Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,0
Boku no Sensou (TV Size),Shinsei Kamattechan,4
What Could Possibly Go Wrong,Dominic Fike,4
Blackbird,Alter Bridge,4
Fifty Shades Freed (Original Motion Picture Soundtrack),Bishop Briggs,0
Weezer (Green Album),Weezer,0
The Better Life,3 Doors Down,0
Pressure,The Score,0
Awake,Skillet,0
Happy Pills,Weathers,0
ATLAS,The Score,0
"Arise (From Marvel's ""Cloak & Dagger"")",The Seige,4
Automatic For The People,R.E.M.,3
Loner,MISSIO,4
The Bends,Radiohead,3
ATLAS (Deluxe),The Score,0
Victorious,Skillet,0
All The People Said Amen,Matt Maher,3
The Beginning & Everything After,The Afters,4
The Ultimate Playlist,Chris Tomlin,4
Acústico (Ao Vivo),Charlie Brown Jr.,1
Imunidade Musical,Charlie Brown Jr.,3
Acústico (Ao Vivo),Charlie Brown Jr.,1
Detonautas Acústico,Detonautas Roque Clube,0
3er Arco,Los Piojos,4
Acústico MTV,O Rappa,1
Cuentos Decapitados,Catupecu Machu,4
Alternativo diferente latino,Bandalos Chinos;Adan Jodorowsky,4
XX Años (En Vivo),Panteon Rococo,1
Alternativo diferente latino,Bandalos Chinos,0
Timeless Rock Hits,P.O.D.,4
Llegando Los Monos,Sumo,4
Christmas Eve At Home,The Shins,4
Proaño,Enjambre,4
Alternativo diferente latino,Bandalos Chinos,4
Home For Christmas 2022,The Shins,4
Home At Christmas,The Shins,4
Fiesta temática 90s,Everclear,4
Modo trabajación,Gondwana,0
Metal,P.O.D.,4
Modo trabajación,Gondwana,4
Alternative Christmas 2022,The Shins,4
Lo Mejor de Tex Tex,Tex Tex,0
Triste Hora,Las Pastillas del Abuelo,1
Triste Hora,Las Pastillas del Abuelo,1
My Type EP,Saint Motel,4
Me Namora,Charlie Brown Jr.,0
Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,0
Mind Over Matter,Young the Giant,4
The New Abnormal,The Strokes,4
The Poison,Bullet For My Valentine,0
Victorious,The Score,0
Vivid (Expanded Edition),Living Colour,1
Dark Horse,Nickelback,4
Superunknown (Deluxe Edition),Soundgarden,4
Nirvana,Nirvana,0
Church Of Scars,Bishop Briggs,0
"Rise And Fall, Rage And Grace",The Offspring,4
Collection,The Servant,0
Acústico (Ao Vivo),Charlie Brown Jr.,1
Sing Like Never Before: The Essential Collection,Matt Redman,4
De 1997 A 2007,Charlie Brown Jr.,4
Halloween Metal Nights,Drowning Pool,4
Un Baión para el Ojo Idiota,Patricio Rey y sus Redonditos de Ricota,4
Acústico (Ao Vivo),Charlie Brown Jr.,1
El Club De Los Martes,Los Tipitos,4
Gulp!,Patricio Rey y sus Redonditos de Ricota,4
Acústico (Ao Vivo),Charlie Brown Jr.;Marcelo Nova,1
Caifanes,Caifanes,4
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,1
Las Pastillas del Abuelo,Las Pastillas del Abuelo,4
Amapola del 66,Divididos,0
Multishow Ao Vivo Paralamas Brasil Afora (Ao Vivo / Deluxe),Os Paralamas Do Sucesso;Pitty,1
VI,Detonautas Roque Clube,4
Toro Rojo,Guasones,4
Agterplaas,The Adams,4
NX Zero,NX Zero,4
Desafíos,Las Pastillas del Abuelo,4
Santa's Christmas List,Matthew West,4
Alternative Christmas 2022,Fountains Of Wayne,4
Detonautas Acústico,Detonautas Roque Clube,1
Rock n Roll Christmas,Fountains Of Wayne,4
Fiesta temática 90s,Pulp,4
Santa's Christmas List,Matthew West,4
Circología,Los Caligaris,4
Música para casa,Los Rodriguez,4
Música para casa,Los Rodriguez,4
Música para casa,Los Rodriguez,4
Música para casa,Los Rodriguez,4
Christmas Rock 2022,Fountains Of Wayne,4
Música para casa,Los Rodriguez,4
Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),Las Pastillas del Abuelo,1
Rock x siempre,Divididos,0
Rock x siempre,Divididos,4
15 Rolitas de Amor,Interpuesto,0
Wiped Out!,The Neighbourhood,1
Oracular Spectacular,MGMT,4
A Brief Inquiry Into Online Relationships,The 1975,4
A Brief Inquiry Into Online Relationships,The 1975,4
The Gift Of Game,Crazy Town,0
BOY,RAC;Louis The Child,4
A Brief Inquiry Into Online Relationships,The 1975,4
Ice On The Dune,Empire of the Sun,4
Temple of Thought (Bonus Edition),Poets of the Fall,3
Extreme Behavior,Hinder,4
OK Computer,Radiohead,3
Bleed American,Jimmy Eat World,4
In Rainbows,Radiohead,0
Young The Giant (Special Edition),Young the Giant,0
Hopeless Romance,Goodnight Fellows,4
Stadium Arcadium,Red Hot Chili Peppers,4
Eye Of The Storm,Watt White,0
The End Is Where We Begin,Thousand Foot Krutch,0
Out of Exile,Audioslave,0
Blur (Special Edition),Blur,4
One Day Remains,Alter Bridge,4
The Ascension,Phil Wickham,4
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,0
Sad Love Songs 2022,Kari Jobe,3
Acústico (Ao Vivo),Charlie Brown Jr.,1
Aklımın Derinlerinde,Ne Jupiter,0
Sad Covers 2022,Kari Jobe,3
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,4
100% Charlie Brown Jr - Abalando A Sua Fábrica,Charlie Brown Jr.,0
A Cielo Abierto - El año del tigre,Mancha De Rolando,4
Acústico (Ao Vivo),Charlie Brown Jr.;RZO,1
Operacion Rebenque,Kapanga,4
Release Your ANGER,Atreyu,4
Transpiração Contínua Prolongada - Edição Comemorativa,Charlie Brown Jr.,4
Destinologia,Tan Bionica,4
Jessico,Babasónicos,4
Emo Christmas 2022,Fountains Of Wayne,4
Murasaki,Comisario Pantera;Luis Humberto Navejas,4
Presión,Callejeros,0
Razón (En Vivo) - Single,Los Caligaris,1
Release Your ANGER,Atreyu,4
Santa's Christmas List,Jeremy Camp,4
Nove Luas,Os Paralamas Do Sucesso,4
Fiesta temática 90s,Semisonic,4
Lima,Kapanga,4
Santa's Christmas List,Jeremy Camp,4
Dance Dance Dance,LCD Soundsystem;Soulwax,4
Asi Es el Rock And Roll,La 25,4
Paradojas,Las Pastillas del Abuelo;Alejandro Vazquez,0
Chegou Quem Faltava - Versão Completa (Ao Vivo),Charlie Brown Jr.,1
All the Right Reasons (Walmart Exclusive Edition),Nickelback,4
Loner,MISSIO,4
Muchacho,Phosphorescent,3
The 1975,The 1975,4
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,1
How Can It Be,Lauren Daigle,4
Franz Ferdinand,Franz Ferdinand,0
Ten,Pearl Jam,0
Ten,Pearl Jam,0
Modern Alchemy,Zayde Wølf,4
Living Hope,Phil Wickham,4
Countdown To Extinction,Megadeth,0
7 Vezes,O Rappa,0
Sing Like Never Before: The Essential Collection,Matt Redman,3
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,1
Acústico (Ao Vivo),Charlie Brown Jr.,1
Parte De La Religion,Charly García,4
Cuadros Dentro De Cuadros,Catupecu Machu,0
Kampungan,Slank,4
Maintain Your Mojo,LCD Soundsystem,0
Metal,Machine Head,4
Detonautas Acústico,Detonautas Roque Clube,1
Los Clásicos del Pop 90s,Semisonic,4
Fulanos de Nadie,Los Caballeros De La Quema,3
Fiesta temática 90s,The Wallflowers,4
Los Hermanos Na Fundição Progresso - 09 De Junho De 2007,Los Hermanos,1
Christmas Vibes But Not Christmas Songs,Eels,3
Good Times Country,Steve Earle,4
!!Puro Macanazo!!,Los Estramboticos,4
Halloween Metal Nights,White Zombie,1
Maintain Your Mojo,Jane's Addiction,4
Los Hermanos,Los Hermanos,4
Groove Metal Roots & Branches,Machine Head,4
La Culpa,Los Bunkers,4
Rock n Roll Christmas,Eels,4
Santa's Christmas List,Rend Collective;We The Kingdom,4
Home For Christmas 2022,Eels,4
Halloween Spooky Party 2022,White Zombie,4
Hits Pop Rock 90's,The Wallflowers,4
Alternative Christmas 2022,Eels,4
Halloween Spooky Party 2022,White Zombie,4
Alternative Christmas 2022,Eels,4
Alternative Christmas 2022,Eels,4
All Out Alternative,LCD Soundsystem,4
Santa's Christmas List,Rend Collective,4
Groove Metal Roots & Branches,Clutch,4
Christmas Rock 2022,Eels,4
Halloween Metal Nights,White Zombie,4
Rock & Halloween,White Zombie,1
Spooky Scary Season,White Zombie,4
I Love You.,The Neighbourhood,0
Last Kiss,Pearl Jam,4
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,4
Pressure,The Score;blackbear,0
In Rainbows,Radiohead,3
MTV Unplugged In New York,Nirvana,1
I Am Defiant,The Seige,1
Make Yourself,Incubus,0
Wild & Free (Deluxe),A Rocket To The Moon,4
Is This It,The Strokes,4
Tragic Kingdom,No Doubt,0
Day & Age (Bonus Tracks),The Killers,4
Hot Fuss,The Killers,0
In Utero - 20th Anniversary Remaster,Nirvana,4
Oi :),Lupa,4
Wolfmother,Wolfmother,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
The Attractions Of Youth,Barns Courtney,0
Metamorph,The Score,4
Rise (Deluxe Edition),Skillet,0
Weathered,Creed,4
One-X,Three Days Grace,4
Acústico MTV,O Rappa;Maria Rita / 1134893,1
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,0
Un Segundo MTV Unplugged,Café Tacvba,1
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,4
Locura,Virus,4
El Silencio,Caifanes,4
Destinologia,Tan Bionica,4
Azul,Los Piojos,4
Frühstücksmusik Herbst/Winter 2022/2023,Bombay Bicycle Club,4
Santa's Christmas List,Michael W. Smith,3
Fiesta temática 90s,Fuel,0
Un Baión para el Ojo Idiota,Patricio Rey y sus Redonditos de Ricota,4
Ruido Rosa,Pato Fu,0
Máscaras de Sal,Las Pelotas,0
Panteón Rococó,Panteon Rococo,4
Halloween Metal Nights,Fuel,1
Finest Country,Steve Earle,4
Metal,Type O Negative,0
Daltónico,Enjambre,4
Post-Millennial Noise,Type O Negative,0
Alternative Christmas 2022,The Dandy Warhols,4
Aunque Cueste Ver El Sol,No Te Va Gustar,0
Una Temporada en el Amor,Estelares,4
Azul,Los Piojos,4
Serú Girán (Remasterizado 2021),Serú Girán,3
Asi Es el Rock And Roll,La 25,4
Gardeliando,Los Gardelitos,4
Sortilegio de Arrabal,Los Gardelitos,0
What Could Possibly Go Wrong,Dominic Fike,0
A Brief Inquiry Into Online Relationships,The 1975,4
Seven Nation Army (The Glitch Mob Remix),The White Stripes;The Glitch Mob,4
Dancing In The Moonlight: The Best Of Toploader,Toploader,0
Part Of The Band,The 1975,4
Me Before You (Original Motion Picture Soundtrack),X Ambassadors;Erich Lee,4
Sehnsucht,Rammstein,0
Rare Breed,Zayde Wølf,0
aurora,Bea Miller,0
The Best,Future Royalty,4
Choke,I DONT KNOW HOW BUT THEY FOUND ME,0
a modern tragedy vol. 1,grandson,0
The Hunter,Adam Jensen,0
Room On Fire,The Strokes,4
Comatose,Skillet,0
In Utero - 20th Anniversary - Deluxe Edition,Nirvana,4
Wretched and Divine: The Story Of The Wild Ones,Black Veil Brides,4
Repentless,Slayer,4
Deadwing,Porcupine Tree,0
...aynı yer,Birileri,0
Americana,The Offspring,4
Canciones para Armar,Los Caligaris,4
Hasta Despertar,La Portuaria,4
Por Colectora,Las Pastillas del Abuelo,4
Slow Christmas Songs 2022,Matt Redman;Chris Tomlin,3
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,0
Este Fuerte Viento Que Sopla,No Te Va Gustar,0
Pánico,Jóvenes Pordioseros,4
Santa's Christmas List,Michael W. Smith;Lady Antebellum,3
Spooky Scary Season,Siouxsie and the Banshees,4
Santa's Christmas List,Michael W. Smith,4
Ventura,Los Hermanos,0
Jueves,El Cuarteto De Nos,0
Halloween Scary Party,Siouxsie and the Banshees,4
El Tercer Viento Norestense,La Verbena Popular,4
Anthems for Witches 2022,Siouxsie and the Banshees,4
Cumbia x siempre,Celso Piña,0
Halloween Songs | Witches Hour,Siouxsie and the Banshees,4
Rock & Halloween,Siouxsie and the Banshees,4
Circología,Los Caligaris,4
Anthems for Witches 2022,Siouxsie and the Banshees,4
El Costado Izquierdo,Estelares,0
XX Años (En Vivo),Panteon Rococo,1
Happy Haunted Halloween Tunes,Siouxsie and the Banshees,4
Imperfecto Extraño,Enjambre,0
Gardeliando,Los Gardelitos,4
Daltónico,Enjambre,4
Rock x siempre,Luis Alberto Spinetta,1
Proaño,Enjambre,0
En Vivo en el Palacio de los Deportes - 25 Aniversario,Los Auténticos Decadentes;Fernando Ruiz Diaz,1
"Thank You,",The Neighbourhood,0
Free Animal,Foreign Air,0
Rain (from The Suicide Squad),grandson;Jessie Reyez,0
Melody of Certain Damaged Lemons,Blonde Redhead,2
Sweater Weather (Young Saab Remix),The Neighbourhood;Young Saab,0
chapter two: red,Bea Miller,1
The New Abnormal,The Strokes,0
Golden Age,Zayde Wølf,4
A/B,KALEO,3
Fever Dream,Palaye Royale,0
Seventeen Days,3 Doors Down,0
Visions Of A Life,Wolf Alice,4
Return of the Dream Canteen,Red Hot Chili Peppers,0
OK Computer,Radiohead,4
Carry On,The Score,0
There Is Nothing Left To Lose,Foo Fighters,4
FIRTINAYT,Büyük Ev Ablukada,0
In Absentia (Deluxe - Remastered),Porcupine Tree,0
Naranja Persa 2,Ciro y los Persas,4
Conociendo Rusia,Conociendo Rusia,4
Bora Bora,Os Paralamas Do Sucesso,4
Pür Akustik,Birileri,0
Em Comum,NX Zero,4
Tipitorex,Los Tipitos,1
Infame,Babasónicos,0
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,0
Kamar Gelap,Efek Rumah Kaca,4
Vivir Así Es Morir de Amor,Los Caligaris;Pedro Fernández,0
Después de Ver,La Franela,0
Otras Canciones,No Te Va Gustar;Draco Rosa,1
La Argentinidad Al Palo,Bersuit Vergarabat,4
Dynamo (Remastered),Soda Stereo,4
Crisis,Las Pastillas del Abuelo,0
Lobo Suelto,Patricio Rey y sus Redonditos de Ricota,1
Hits & Pieces,The Screaming Jets,0
Lágrimas y Risas,Los Estramboticos,4
20 Años: Festejar para Sobrevivir - en Vivo,La Vela Puerca,1
Televisão de Cachorro,Pato Fu,4
Halloween Hits,Siouxsie and the Banshees,4
Metal,Mastodon,4
Metal Lives!,Mastodon,4
Helloween Party,Siouxsie and the Banshees,4
Mundo Perfecto,La 25,0
Ofrenda,Panteon Rococo;Santa Fe Klan,0
Enjambre Y Los Huéspedes Del Orbe,Enjambre,4
Mundo Perfecto,La 25,0
Summer Pack,Juan Ingaramo,4
Ofrenda,Panteon Rococo,4
Top of the Rock,Mastodon,4
Oxigeno,Los Gardelitos,0
Wiped Out!,The Neighbourhood,0
White Pony,Deftones,0
Audioslave,Audioslave,0
Kid A,Radiohead,2
In Your Honor,Foo Fighters,0
ATLAS,The Score,0
Street Fight,Adam Jensen,4
Look Up Child,Lauren Daigle,3
Cold-Blooded,Zayde Wølf,4
Arcane League of Legends (Soundtrack from the Animated Series),Bea Miller,4
Seeing Red,Saint Chaos;Sam Tinnesz,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Everybody Wants,The Struts,4
Return of the Dream Canteen,Red Hot Chili Peppers,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Darmaduman,Duman,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Vulgar Display of Power,Pantera,0
Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,4
Return of the Dream Canteen,Red Hot Chili Peppers,0
Victorious,Skillet,0
Amor Loco,Emmanuel Horvilleur;Zoe Gotusso,3
Rust In Peace (Expanded Edition),Megadeth,4
What I've Become,Ashes Remain,0
Salmonalipsis now,Andrés Calamaro,0
Canciones del Huracan + Wonderful Noches,Tan Bionica,4
Laberintos,División Minúscula,0
RAS Portraits,Gondwana,4
Multishow Ao Vivo - Skank no Mineirão,Skank,1
La Racha,Cuca,3
Rey Azúcar,Los Fabulosos Cadillacs,0
Los Fabulosos Cadillacs - Vol. V,Los Fabulosos Cadillacs,1
Metal Lives!,Static-X,0
Versiones,Las Pastillas del Abuelo,4
Jaibol,La Gusana Ciega,4
Post-Millennial Noise,Static-X,4
Santa's Christmas List,Newsboys,3
Anthems for Witches 2022,Dorothy,4
El Segundo Es Felino,Enjambre,4
Lo Mejor de Pescado Rabioso,Pescado Rabioso,0
Desde la Isla del Olvido,Fernando Delgadillo,3
Santa's Christmas List,Newsboys,4
Pure Frosting,The Presidents Of The United States Of America,4
Daltónico,Enjambre,4
Imperfecto Extraño,Enjambre,4
20 Años: Festejar para Sobrevivir - en Vivo,La Vela Puerca;Emiliano Brancciari,1
Paradojas,Las Pastillas del Abuelo,0
Panteón Rococó,Panteon Rococo,0
Una Temporada en el Amor,Estelares,0
Disclaimer II,Seether;Amy Lee,0
Jar Of Flies,Alice In Chains,0
Habits (Spotify),Neon Trees,4
Smells Like Children,Marilyn Manson,4
Stay,The Score,0
Bulletproof,The Score;XYLØ,4
One-X,Three Days Grace,1
Burn The Ships,for KING & COUNTRY,3
Comatose,Skillet,0
Metamorph,The Score,0
Gece,Gece,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
Return of the Dream Canteen,Red Hot Chili Peppers,3
a modern tragedy vol. 2,grandson,4
Nevermind (Remastered),Nirvana,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
"10,000 Days",TOOL,4
Welcome Interstate Managers,Fountains Of Wayne,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Return of the Dream Canteen,Red Hot Chili Peppers,4
Return of the Dream Canteen,Red Hot Chili Peppers,0
Fieras Lunaticas,Ratones Paranoicos,0
Arrullo De Estrellas,Zoé,4
My God Is Still The Same,Sanctus Real,4
The Greatest Rock Tunes 2022,Inhaler,4
Conociendo Rusia,Conociendo Rusia,3
Akşamüstü,Yaşlı Amca,0
Dropout Boogie,The Black Keys,0
Facelift,Alice In Chains,4
Evdekilere Selam,Yüzyüzeyken Konuşuruz,0
Reptilectric,Zoé,4
Grandes Exitos,Los Bunkers,4
Mondo Di Cromo,Luis Alberto Spinetta,4
No todo lo puedes dar,Ximena Sariñana,0
Se Renta Cuarto para Señoritas,Los Daniels,4
Hidden Gems,Inhaler,4
Mojigata,Marilina Bertoldi,4
Transpirando Alegría,Los Caligaris,4
Melhor Plantar o Bem,Detonautas Roque Clube,4
Taxi para 3,Joe Vasconcellos,3
Un Tributo,Molotov,0
Halloween Metal Nights,Anthrax,0
Caifanes,Caifanes,4
Halloween Metal Nights,Anthrax,0
Detonautas Acústico,Detonautas Roque Clube,1
Ofrenda,Panteon Rococo,0
Enjambre Y Los Huéspedes Del Orbe,Enjambre,4
Emocionado,Fidel Nadal,4
Seru Giran 92,Serú Girán,0
Release Your ANGER,Anthrax;Public Enemy,4
My Type,Saint Motel,4
"Now, Not Yet",half•alive,0
Oracular Spectacular,MGMT,4
Writer's Block,Peter Bjorn and John,4
Sam's Town,The Killers,4
Mutter,Rammstein,0
Carry On,Chris Cornell,0
By the Way (Deluxe Edition),Red Hot Chili Peppers,4
Ten,Pearl Jam,0
Evil Empire,Rage Against The Machine,1
DECIME QUE ES VERDAD,LOUTA,3
Rammstein,Rammstein,4
The Bastards,Palaye Royale,0
All Of The Above,Hillsong UNITED;Brooke Ligertwood,0
In Rainbows,Radiohead,0
Seni Senden,İnsan Mıyız,0
The Silent Ones,Sleeping Wolf,4
Lateralus,TOOL,0
Return of the Dream Canteen,Red Hot Chili Peppers,0
Carry On,The Score,4
İyi Niyetli Bir Gün,Gece,0
Luzbelito,Patricio Rey y sus Redonditos de Ricota,4
Tri-Polar (International Version),Sick Puppies,4
Bir Kalbin Çöküşü,Batu Akdeniz,0
Cállame,Bandalos Chinos,0
Ciclones,Camilo Séptimo;Samantha Barrón,3
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,1
Cabildo y Juramento,Conociendo Rusia,4
Andres,Andrés Calamaro,4
Em Comum,NX Zero,0
Camisa 10 joga bola até na chuva,Charlie Brown Jr.,0
"999+09, Vol. 2",Slank,4
20 Años: El Show Más Feliz del Mundo (En Vivo),Los Caligaris,1
"A2Í 5Uena!, Vol 2",Inspector;Panteon Rococo,0
O Samba Poconé,Skank;Michael Fossenkemper,0
Desde Adentro - Impuesto de Fe (En Vivo),Babasónicos,1
The Adams,The Adams,4
Ríos de Lava - Single,Estelares,4
Metal,Sepultura,0
Entre Cuervos y Chacales,La 25,4
¿Dónde Vas?,Skay Beilinson,4
Sigue Tu Camino,Los Auténticos Decadentes,4
Mojigata,Marilina Bertoldi,1
Lucybell,Lucybell,4
Esclavo,Guasones,4
A la Izquierda de la Tierra,Panteon Rococo,4
Yernos Perfectos,Los Caligaris,0
Groove Metal Roots & Branches,Sepultura,4
Momo Sampler,Patricio Rey y sus Redonditos de Ricota,0
Bicicleta (Remastered 2012),Serú Girán,3
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae;Kali Uchis;Moliy,0
abcdefu,GAYLE,4
THE ANXIETY,THE ANXIETY;WILLOW;Tyler Cole,4
Hybrid Theory (Bonus Edition),Linkin Park,0
Meteora,Linkin Park,1
Build a Bitch,Bella Poarch,4
"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,4
Dolls EP,Bella Poarch,0
Rock Brandneu,Slipknot,4
Maintain Your Mojo,Gorillaz,0
20's Rock,Gorillaz;Beck,4
Alternative Rock Mixtape,Gorillaz,0
Metal,Slipknot,0
Rock Brandneu,Slipknot,0
Metal Lives!,Slipknot,0
Minutes to Midnight,Linkin Park,4
Pop Hits Now,Oliver Tree;Robin Schulz,0
Daily Pop Mix,Oliver Tree;Robin Schulz,0
Upbeat Pop,Oliver Tree;Robin Schulz,0
20's Rock,Oliver Tree,4
Top of the Rock,Oliver Tree,4
Tek It - New Noise,Oliver Tree,4
Rock - Best of 2022,Oliver Tree,4
The State of Pop,Oliver Tree,4
Coffee Chill,Oliver Tree,4
US Pop 20s,Oliver Tree,4
Relaxing Pop,Oliver Tree,4
Indie Chill Out,Oliver Tree,4
Here to Forever - All New Indie,Oliver Tree,4
Internet Sensations,Oliver Tree,4
All Out Alternative,Oliver Tree,4
Sad Covers 2022,Florence + The Machine,3
Fall Aesthetic,Florence + The Machine,3
Helloween Party,Florence + The Machine,0
Metal,Avenged Sevenfold,0
Rock un sentimiento vol. I,Mon Laferte,0
Helloween Party,Florence + The Machine,4
Halloween Hits,Florence + The Machine,0
Pop & Halloween,Florence + The Machine,4
Halloween Hits,Florence + The Machine,0
Helloween Party,Florence + The Machine,0
Happy Haunted Halloween Tunes,Florence + The Machine,4
OO's Music Grandi Successi,Florence + The Machine,4
Pop & Halloween,Florence + The Machine,0
tardes tranqui,Mon Laferte,3
Halloween & Alternative,Florence + The Machine,0
Halloween Scary Party,Florence + The Machine,4
Rock un sentimiento vol. I,Mon Laferte,4
Metal Lives!,Avenged Sevenfold,0
Alternativo diferente latino,Mon Laferte;Juanes,0
Rock un sentimiento vol. I,Mon Laferte,0
Halloween 2022 Perreo Vol. 5,Mon Laferte;Guaynaa,0
Collide (feat. Tyga),Justine Skye;Tyga,0
LIVING THINGS,Linkin Park,0
Rock & Halloween,Evanescence,0
Halloween Scary Party,Evanescence,0
Twisted Halloween Hits,Evanescence,0
Metal,Disturbed,4
Halloween 2022,Evanescence,0
Rock Brandneu,Disturbed,4
Alternativo diferente latino,Mon Laferte,0
20's Rock,Disturbed,4
Timeless Rock Hits,Disturbed,4
noches de lluvia,Mon Laferte,3
Metal Lives!,Disturbed,4
Café en casa,Mon Laferte,0
Just Best Covers,Disturbed,4
Rock un sentimiento vol. I,Mon Laferte;Enrique Bunbury,3
noches de lluvia,Mon Laferte;Enrique Bunbury,3
Café en casa,Mon Laferte,3
THE ANGEL YOU DON'T KNOW,Amaarae;Moliy,0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) [Slowed + Reverb],Amaarae;Kali Uchis;Moliy;xxtristanxo,0
Dolls,Bella Poarch,0
abcdefu (angrier),GAYLE,4
Pop Hits Now,GAYLE,0
New Pop Icons,GAYLE,0
Coffee Moment,GAYLE,3
Baddest of Them All,GAYLE,4
Autumn Hits,GAYLE,0
Daily Pop Mix,GAYLE,0
20's Rock,GAYLE,4
Indie Chill Out,GAYLE,3
Back to School!,GAYLE,4
It's You - Fresh Hits,GAYLE,4
Give You Love - Cozy Hits,GAYLE,0
US Pop 20s,GAYLE,4
