Title,Artist,Cluster
Caifanes,Caifanes,4
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,4
Las Pastillas del Abuelo,Las Pastillas del Abuelo,1
Amapola del 66,Divididos,0
Multishow Ao Vivo Paralamas Brasil Afora (Ao Vivo / Deluxe),Os Paralamas Do Sucesso;Pitty,0
VI,Detonautas Roque Clube,4
Toro Rojo,Guasones,4
Agterplaas,The Adams,4
NX Zero,NX Zero,4
Desafíos,Las Pastillas del Abuelo,3
Santa's Christmas List,Matthew West,0
Alternative Christmas 2022,Fountains Of Wayne,0
Detonautas Acústico,Detonautas Roque Clube,4
Rock n Roll Christmas,Fountains Of Wayne,0
Fiesta temática 90s,Pulp,4
Santa's Christmas List,Matthew West,1
Circología,Los Caligaris,4
Música para casa,Los Rodriguez,4
Música para casa,Los Rodriguez,0
Música para casa,Los Rodriguez,0
Música para casa,Los Rodriguez,4
Christmas Rock 2022,Fountains Of Wayne,0
Música para casa,Los Rodriguez,4
Vivo De Pastillas: Locura Y Realidad (Live In Buenos Aires / 2016),Las Pastillas del Abuelo,1
Rock x siempre,Divididos,1
Rock x siempre,Divididos,1
15 Rolitas de Amor,Interpuesto,4
Wiped Out!,The Neighbourhood,3
Oracular Spectacular,MGMT,4
A Brief Inquiry Into Online Relationships,The 1975,4
A Brief Inquiry Into Online Relationships,The 1975,4
The Gift Of Game,Crazy Town,4
BOY,RAC;Louis The Child,0
A Brief Inquiry Into Online Relationships,The 1975,1
Ice On The Dune,Empire of the Sun,4
Temple of Thought (Bonus Edition),Poets of the Fall,1
Extreme Behavior,Hinder,4
OK Computer,Radiohead,1
Bleed American,Jimmy Eat World,0
In Rainbows,Radiohead,1
Young The Giant (Special Edition),Young the Giant,4
Hopeless Romance,Goodnight Fellows,4
Stadium Arcadium,Red Hot Chili Peppers,1
Eye Of The Storm,Watt White,4
The End Is Where We Begin,Thousand Foot Krutch,4
Out of Exile,Audioslave,1
Blur (Special Edition),Blur,0
One Day Remains,Alter Bridge,4
The Ascension,Phil Wickham,1
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,4
Sad Love Songs 2022,Kari Jobe,4
Acústico (Ao Vivo),Charlie Brown Jr.,0
Aklımın Derinlerinde,Ne Jupiter,4
Sad Covers 2022,Kari Jobe,4
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,4
100% Charlie Brown Jr - Abalando A Sua Fábrica,Charlie Brown Jr.,4
A Cielo Abierto - El año del tigre,Mancha De Rolando,4
Acústico (Ao Vivo),Charlie Brown Jr.;RZO,4
Operacion Rebenque,Kapanga,4
Release Your ANGER,Atreyu,4
Transpiração Contínua Prolongada - Edição Comemorativa,Charlie Brown Jr.,1
Destinologia,Tan Bionica,1
Jessico,Babasónicos,4
Emo Christmas 2022,Fountains Of Wayne,0
Murasaki,Comisario Pantera;Luis Humberto Navejas,4
Presión,Callejeros,4
Razón (En Vivo) - Single,Los Caligaris,4
Release Your ANGER,Atreyu,3
Santa's Christmas List,Jeremy Camp,0
Nove Luas,Os Paralamas Do Sucesso,0
Fiesta temática 90s,Semisonic,1
Lima,Kapanga,4
Santa's Christmas List,Jeremy Camp,0
Dance Dance Dance,LCD Soundsystem;Soulwax,3
Asi Es el Rock And Roll,La 25,1
Paradojas,Las Pastillas del Abuelo;Alejandro Vazquez,4
Chegou Quem Faltava - Versão Completa (Ao Vivo),Charlie Brown Jr.,0
All the Right Reasons (Walmart Exclusive Edition),Nickelback,4
Loner,MISSIO,4
Muchacho,Phosphorescent,3
The 1975,The 1975,4
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,4
How Can It Be,Lauren Daigle,4
Franz Ferdinand,Franz Ferdinand,4
Ten,Pearl Jam,1
Ten,Pearl Jam,1
Modern Alchemy,Zayde Wølf,0
Living Hope,Phil Wickham,1
Countdown To Extinction,Megadeth,4
7 Vezes,O Rappa,1
Sing Like Never Before: The Essential Collection,Matt Redman,1
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,1
Acústico (Ao Vivo),Charlie Brown Jr.,1
Parte De La Religion,Charly García,1
Cuadros Dentro De Cuadros,Catupecu Machu,1
Kampungan,Slank,1
Maintain Your Mojo,LCD Soundsystem,3
Metal,Machine Head,1
Detonautas Acústico,Detonautas Roque Clube,4
Los Clásicos del Pop 90s,Semisonic,1
Fulanos de Nadie,Los Caballeros De La Quema,1
Fiesta temática 90s,The Wallflowers,1
Los Hermanos Na Fundição Progresso - 09 De Junho De 2007,Los Hermanos,4
Christmas Vibes But Not Christmas Songs,Eels,0
Good Times Country,Steve Earle,4
!!Puro Macanazo!!,Los Estramboticos,1
Halloween Metal Nights,White Zombie,4
Maintain Your Mojo,Jane's Addiction,4
Los Hermanos,Los Hermanos,1
Groove Metal Roots & Branches,Machine Head,1
La Culpa,Los Bunkers,4
Rock n Roll Christmas,Eels,0
Santa's Christmas List,Rend Collective;We The Kingdom,4
Home For Christmas 2022,Eels,0
Halloween Spooky Party 2022,White Zombie,1
Hits Pop Rock 90's,The Wallflowers,1
Alternative Christmas 2022,Eels,0
Halloween Spooky Party 2022,White Zombie,1
Alternative Christmas 2022,Eels,0
Alternative Christmas 2022,Eels,0
All Out Alternative,LCD Soundsystem,4
Santa's Christmas List,Rend Collective,0
Groove Metal Roots & Branches,Clutch,0
Christmas Rock 2022,Eels,0
Halloween Metal Nights,White Zombie,1
Rock & Halloween,White Zombie,4
Spooky Scary Season,White Zombie,1
I Love You.,The Neighbourhood,4
Last Kiss,Pearl Jam,4
"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,1
Pressure,The Score;blackbear,4
In Rainbows,Radiohead,4
MTV Unplugged In New York,Nirvana,1
I Am Defiant,The Seige,4
Make Yourself,Incubus,4
Wild & Free (Deluxe),A Rocket To The Moon,0
Is This It,The Strokes,4
Tragic Kingdom,No Doubt,1
Day & Age (Bonus Tracks),The Killers,4
Hot Fuss,The Killers,4
In Utero - 20th Anniversary Remaster,Nirvana,4
Oi :),Lupa,0
Wolfmother,Wolfmother,1
Return of the Dream Canteen,Red Hot Chili Peppers,4
The Attractions Of Youth,Barns Courtney,4
Metamorph,The Score,0
Rise (Deluxe Edition),Skillet,4
Weathered,Creed,1
One-X,Three Days Grace,4
Acústico MTV,O Rappa;Maria Rita / 1134893,3
La Mosca y la Sopa,Patricio Rey y sus Redonditos de Ricota,1
Un Segundo MTV Unplugged,Café Tacvba,1
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,4
Locura,Virus,4
El Silencio,Caifanes,1
Destinologia,Tan Bionica,4
Azul,Los Piojos,1
Frühstücksmusik Herbst/Winter 2022/2023,Bombay Bicycle Club,4
Santa's Christmas List,Michael W. Smith,1
Fiesta temática 90s,Fuel,1
Un Baión para el Ojo Idiota,Patricio Rey y sus Redonditos de Ricota,1
Ruido Rosa,Pato Fu,4
Máscaras de Sal,Las Pelotas,0
Panteón Rococó,Panteon Rococo,4
Halloween Metal Nights,Fuel,4
Finest Country,Steve Earle,4
Metal,Type O Negative,1
Daltónico,Enjambre,4
Post-Millennial Noise,Type O Negative,1
Alternative Christmas 2022,The Dandy Warhols,4
Aunque Cueste Ver El Sol,No Te Va Gustar,4
Una Temporada en el Amor,Estelares,1
Azul,Los Piojos,4
Serú Girán (Remasterizado 2021),Serú Girán,3
Asi Es el Rock And Roll,La 25,3
Gardeliando,Los Gardelitos,4
Sortilegio de Arrabal,Los Gardelitos,4
What Could Possibly Go Wrong,Dominic Fike,0
A Brief Inquiry Into Online Relationships,The 1975,4
Seven Nation Army (The Glitch Mob Remix),The White Stripes;The Glitch Mob,4
Dancing In The Moonlight: The Best Of Toploader,Toploader,4
Part Of The Band,The 1975,4
Me Before You (Original Motion Picture Soundtrack),X Ambassadors;Erich Lee,4
Sehnsucht,Rammstein,4
Rare Breed,Zayde Wølf,4
aurora,Bea Miller,0
The Best,Future Royalty,4
Choke,I DONT KNOW HOW BUT THEY FOUND ME,4
a modern tragedy vol. 1,grandson,4
The Hunter,Adam Jensen,4
Room On Fire,The Strokes,4
Comatose,Skillet,4
In Utero - 20th Anniversary - Deluxe Edition,Nirvana,0
Wretched and Divine: The Story Of The Wild Ones,Black Veil Brides,4
Repentless,Slayer,0
Deadwing,Porcupine Tree,2
...aynı yer,Birileri,4
Americana,The Offspring,0
Canciones para Armar,Los Caligaris,1
Hasta Despertar,La Portuaria,4
Por Colectora,Las Pastillas del Abuelo,1
Slow Christmas Songs 2022,Matt Redman;Chris Tomlin,1
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,4
Este Fuerte Viento Que Sopla,No Te Va Gustar,1
Pánico,Jóvenes Pordioseros,0
Santa's Christmas List,Michael W. Smith;Lady Antebellum,4
Spooky Scary Season,Siouxsie and the Banshees,4
Santa's Christmas List,Michael W. Smith,0
Ventura,Los Hermanos,4
Jueves,El Cuarteto De Nos,4
Halloween Scary Party,Siouxsie and the Banshees,4
El Tercer Viento Norestense,La Verbena Popular,4
Anthems for Witches 2022,Siouxsie and the Banshees,4
Cumbia x siempre,Celso Piña,4
Halloween Songs | Witches Hour,Siouxsie and the Banshees,4
Rock & Halloween,Siouxsie and the Banshees,4
Circología,Los Caligaris,4
Anthems for Witches 2022,Siouxsie and the Banshees,4
El Costado Izquierdo,Estelares,4
XX Años (En Vivo),Panteon Rococo,4
Happy Haunted Halloween Tunes,Siouxsie and the Banshees,4
Imperfecto Extraño,Enjambre,4
Gardeliando,Los Gardelitos,1
Daltónico,Enjambre,4
Rock x siempre,Luis Alberto Spinetta,4
Proaño,Enjambre,4
En Vivo en el Palacio de los Deportes - 25 Aniversario,Los Auténticos Decadentes;Fernando Ruiz Diaz,1
"Thank You,",The Neighbourhood,4
Free Animal,Foreign Air,0
Rain (from The Suicide Squad),grandson;Jessie Reyez,4
Melody of Certain Damaged Lemons,Blonde Redhead,0
Sweater Weather (Young Saab Remix),The Neighbourhood;Young Saab,1
chapter two: red,Bea Miller,0
The New Abnormal,The Strokes,1
Golden Age,Zayde Wølf,4
A/B,KALEO,1
Fever Dream,Palaye Royale,1
Seventeen Days,3 Doors Down,4
Visions Of A Life,Wolf Alice,1
Return of the Dream Canteen,Red Hot Chili Peppers,4
OK Computer,Radiohead,3
Carry On,The Score,4
There Is Nothing Left To Lose,Foo Fighters,4
FIRTINAYT,Büyük Ev Ablukada,0
In Absentia (Deluxe - Remastered),Porcupine Tree,1
Naranja Persa 2,Ciro y los Persas,1
Conociendo Rusia,Conociendo Rusia,4
Bora Bora,Os Paralamas Do Sucesso,4
Pür Akustik,Birileri,4
Em Comum,NX Zero,4
Tipitorex,Los Tipitos,1
Infame,Babasónicos,0
Cordero Atado,Patricio Rey y sus Redonditos de Ricota,1
Kamar Gelap,Efek Rumah Kaca,4
Vivir Así Es Morir de Amor,Los Caligaris;Pedro Fernández,4
Después de Ver,La Franela,4
Otras Canciones,No Te Va Gustar;Draco Rosa,4
La Argentinidad Al Palo,Bersuit Vergarabat,4
Dynamo (Remastered),Soda Stereo,1
Crisis,Las Pastillas del Abuelo,4
Lobo Suelto,Patricio Rey y sus Redonditos de Ricota,4
Hits & Pieces,The Screaming Jets,1
Lágrimas y Risas,Los Estramboticos,4
20 Años: Festejar para Sobrevivir - en Vivo,La Vela Puerca,1
Televisão de Cachorro,Pato Fu,1
Halloween Hits,Siouxsie and the Banshees,4
Metal,Mastodon,1
Metal Lives!,Mastodon,1
Helloween Party,Siouxsie and the Banshees,4
Mundo Perfecto,La 25,0
Ofrenda,Panteon Rococo;Santa Fe Klan,1
Enjambre Y Los Huéspedes Del Orbe,Enjambre,0
Mundo Perfecto,La 25,4
Summer Pack,Juan Ingaramo,4
Ofrenda,Panteon Rococo,4
Top of the Rock,Mastodon,1
Oxigeno,Los Gardelitos,4
Wiped Out!,The Neighbourhood,1
White Pony,Deftones,1
Audioslave,Audioslave,1
Kid A,Radiohead,1
In Your Honor,Foo Fighters,4
ATLAS,The Score,4
Street Fight,Adam Jensen,4
Look Up Child,Lauren Daigle,4
Cold-Blooded,Zayde Wølf,4
Arcane League of Legends (Soundtrack from the Animated Series),Bea Miller,4
Seeing Red,Saint Chaos;Sam Tinnesz,0
Return of the Dream Canteen,Red Hot Chili Peppers,1
Everybody Wants,The Struts,0
Return of the Dream Canteen,Red Hot Chili Peppers,1
Return of the Dream Canteen,Red Hot Chili Peppers,1
Return of the Dream Canteen,Red Hot Chili Peppers,1
Darmaduman,Duman,4
Return of the Dream Canteen,Red Hot Chili Peppers,1
Vulgar Display of Power,Pantera,1
Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
Victorious,Skillet,4
Amor Loco,Emmanuel Horvilleur;Zoe Gotusso,4
Rust In Peace (Expanded Edition),Megadeth,1
What I've Become,Ashes Remain,0
Salmonalipsis now,Andrés Calamaro,4
Canciones del Huracan + Wonderful Noches,Tan Bionica,1
Laberintos,División Minúscula,4
RAS Portraits,Gondwana,4
Multishow Ao Vivo - Skank no Mineirão,Skank,4
La Racha,Cuca,1
Rey Azúcar,Los Fabulosos Cadillacs,0
Los Fabulosos Cadillacs - Vol. V,Los Fabulosos Cadillacs,1
Metal Lives!,Static-X,4
Versiones,Las Pastillas del Abuelo,4
Jaibol,La Gusana Ciega,4
Post-Millennial Noise,Static-X,4
Santa's Christmas List,Newsboys,4
Anthems for Witches 2022,Dorothy,0
El Segundo Es Felino,Enjambre,4
Lo Mejor de Pescado Rabioso,Pescado Rabioso,0
Desde la Isla del Olvido,Fernando Delgadillo,4
Santa's Christmas List,Newsboys,4
Pure Frosting,The Presidents Of The United States Of America,0
Daltónico,Enjambre,0
Imperfecto Extraño,Enjambre,4
20 Años: Festejar para Sobrevivir - en Vivo,La Vela Puerca;Emiliano Brancciari,1
Paradojas,Las Pastillas del Abuelo,4
Panteón Rococó,Panteon Rococo,1
Una Temporada en el Amor,Estelares,4
Disclaimer II,Seether;Amy Lee,4
Jar Of Flies,Alice In Chains,4
Habits (Spotify),Neon Trees,4
Smells Like Children,Marilyn Manson,1
Stay,The Score,0
Bulletproof,The Score;XYLØ,0
One-X,Three Days Grace,0
Burn The Ships,for KING & COUNTRY,4
Comatose,Skillet,4
Metamorph,The Score,0
Gece,Gece,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
a modern tragedy vol. 2,grandson,4
Nevermind (Remastered),Nirvana,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
"10,000 Days",TOOL,3
Welcome Interstate Managers,Fountains Of Wayne,4
Return of the Dream Canteen,Red Hot Chili Peppers,4
Return of the Dream Canteen,Red Hot Chili Peppers,1
Return of the Dream Canteen,Red Hot Chili Peppers,4
Fieras Lunaticas,Ratones Paranoicos,4
Arrullo De Estrellas,Zoé,4
My God Is Still The Same,Sanctus Real,4
The Greatest Rock Tunes 2022,Inhaler,4
Conociendo Rusia,Conociendo Rusia,4
Akşamüstü,Yaşlı Amca,4
Dropout Boogie,The Black Keys,0
Facelift,Alice In Chains,1
Evdekilere Selam,Yüzyüzeyken Konuşuruz,1
Reptilectric,Zoé,4
Grandes Exitos,Los Bunkers,4
Mondo Di Cromo,Luis Alberto Spinetta,4
No todo lo puedes dar,Ximena Sariñana,1
Se Renta Cuarto para Señoritas,Los Daniels,0
Hidden Gems,Inhaler,4
Mojigata,Marilina Bertoldi,0
Transpirando Alegría,Los Caligaris,4
Melhor Plantar o Bem,Detonautas Roque Clube,4
Taxi para 3,Joe Vasconcellos,4
Un Tributo,Molotov,4
Halloween Metal Nights,Anthrax,1
Caifanes,Caifanes,4
Halloween Metal Nights,Anthrax,1
Detonautas Acústico,Detonautas Roque Clube,1
Ofrenda,Panteon Rococo,0
Enjambre Y Los Huéspedes Del Orbe,Enjambre,0
Emocionado,Fidel Nadal,4
Seru Giran 92,Serú Girán,4
Release Your ANGER,Anthrax;Public Enemy,4
My Type,Saint Motel,4
"Now, Not Yet",half•alive,4
Oracular Spectacular,MGMT,4
Writer's Block,Peter Bjorn and John,1
Sam's Town,The Killers,4
Mutter,Rammstein,1
Carry On,Chris Cornell,4
By the Way (Deluxe Edition),Red Hot Chili Peppers,4
Ten,Pearl Jam,1
Evil Empire,Rage Against The Machine,4
DECIME QUE ES VERDAD,LOUTA,0
Rammstein,Rammstein,1
The Bastards,Palaye Royale,0
All Of The Above,Hillsong UNITED;Brooke Ligertwood,1
In Rainbows,Radiohead,4
Seni Senden,İnsan Mıyız,4
The Silent Ones,Sleeping Wolf,4
Lateralus,TOOL,3
Return of the Dream Canteen,Red Hot Chili Peppers,4
Carry On,The Score,0
İyi Niyetli Bir Gün,Gece,4
Luzbelito,Patricio Rey y sus Redonditos de Ricota,1
Tri-Polar (International Version),Sick Puppies,0
Bir Kalbin Çöküşü,Batu Akdeniz,4
Cállame,Bandalos Chinos,0
Ciclones,Camilo Séptimo;Samantha Barrón,4
O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],O Rappa,4
Cabildo y Juramento,Conociendo Rusia,4
Andres,Andrés Calamaro,0
Em Comum,NX Zero,4
Camisa 10 joga bola até na chuva,Charlie Brown Jr.,4
"999+09, Vol. 2",Slank,0
20 Años: El Show Más Feliz del Mundo (En Vivo),Los Caligaris,4
"A2Í 5Uena!, Vol 2",Inspector;Panteon Rococo,4
O Samba Poconé,Skank;Michael Fossenkemper,4
Desde Adentro - Impuesto de Fe (En Vivo),Babasónicos,0
The Adams,The Adams,4
Ríos de Lava - Single,Estelares,4
Metal,Sepultura,4
Entre Cuervos y Chacales,La 25,0
¿Dónde Vas?,Skay Beilinson,4
Sigue Tu Camino,Los Auténticos Decadentes,4
Mojigata,Marilina Bertoldi,0
Lucybell,Lucybell,4
Esclavo,Guasones,4
A la Izquierda de la Tierra,Panteon Rococo,1
Yernos Perfectos,Los Caligaris,4
Groove Metal Roots & Branches,Sepultura,4
Momo Sampler,Patricio Rey y sus Redonditos de Ricota,1
Bicicleta (Remastered 2012),Serú Girán,1
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae;Kali Uchis;Moliy,4
abcdefu,GAYLE,0
THE ANXIETY,THE ANXIETY;WILLOW;Tyler Cole,0
Hybrid Theory (Bonus Edition),Linkin Park,4
Meteora,Linkin Park,0
Build a Bitch,Bella Poarch,0
"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,0
Dolls EP,Bella Poarch,0
Rock Brandneu,Slipknot,1
Maintain Your Mojo,Gorillaz,1
20's Rock,Gorillaz;Beck,0
Alternative Rock Mixtape,Gorillaz,1
Metal,Slipknot,4
Rock Brandneu,Slipknot,4
Metal Lives!,Slipknot,4
Minutes to Midnight,Linkin Park,4
Pop Hits Now,Oliver Tree;Robin Schulz,4
Daily Pop Mix,Oliver Tree;Robin Schulz,4
Upbeat Pop,Oliver Tree;Robin Schulz,4
20's Rock,Oliver Tree,0
Top of the Rock,Oliver Tree,0
Tek It - New Noise,Oliver Tree,0
Rock - Best of 2022,Oliver Tree,0
The State of Pop,Oliver Tree,0
Coffee Chill,Oliver Tree,0
US Pop 20s,Oliver Tree,0
Relaxing Pop,Oliver Tree,0
Indie Chill Out,Oliver Tree,0
Here to Forever - All New Indie,Oliver Tree,0
Internet Sensations,Oliver Tree,0
All Out Alternative,Oliver Tree,0
Sad Covers 2022,Florence + The Machine,4
Fall Aesthetic,Florence + The Machine,0
Helloween Party,Florence + The Machine,1
Metal,Avenged Sevenfold,1
Rock un sentimiento vol. I,Mon Laferte,4
Helloween Party,Florence + The Machine,4
Halloween Hits,Florence + The Machine,1
Pop & Halloween,Florence + The Machine,4
Halloween Hits,Florence + The Machine,4
Helloween Party,Florence + The Machine,4
Happy Haunted Halloween Tunes,Florence + The Machine,4
OO's Music Grandi Successi,Florence + The Machine,0
Pop & Halloween,Florence + The Machine,4
tardes tranqui,Mon Laferte,4
Halloween & Alternative,Florence + The Machine,1
Halloween Scary Party,Florence + The Machine,4
Rock un sentimiento vol. I,Mon Laferte,1
Metal Lives!,Avenged Sevenfold,1
Alternativo diferente latino,Mon Laferte;Juanes,4
Rock un sentimiento vol. I,Mon Laferte,1
Halloween 2022 Perreo Vol. 5,Mon Laferte;Guaynaa,4
Collide (feat. Tyga),Justine Skye;Tyga,4
LIVING THINGS,Linkin Park,4
Rock & Halloween,Evanescence,0
Halloween Scary Party,Evanescence,4
Twisted Halloween Hits,Evanescence,4
Metal,Disturbed,1
Halloween 2022,Evanescence,4
Rock Brandneu,Disturbed,1
Alternativo diferente latino,Mon Laferte,4
20's Rock,Disturbed,1
Timeless Rock Hits,Disturbed,1
noches de lluvia,Mon Laferte,4
Metal Lives!,Disturbed,1
Café en casa,Mon Laferte,4
Just Best Covers,Disturbed,1
Rock un sentimiento vol. I,Mon Laferte;Enrique Bunbury,4
noches de lluvia,Mon Laferte;Enrique Bunbury,4
Café en casa,Mon Laferte,4
THE ANGEL YOU DON'T KNOW,Amaarae;Moliy,4
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) [Slowed + Reverb],Amaarae;Kali Uchis;Moliy;xxtristanxo,0
Dolls,Bella Poarch,0
abcdefu (angrier),GAYLE,0
Pop Hits Now,GAYLE,0
New Pop Icons,GAYLE,0
Coffee Moment,GAYLE,0
Baddest of Them All,GAYLE,0
Autumn Hits,GAYLE,0
Daily Pop Mix,GAYLE,0
20's Rock,GAYLE,0
Indie Chill Out,GAYLE,0
Back to School!,GAYLE,0
It's You - Fresh Hits,GAYLE,0
Give You Love - Cozy Hits,GAYLE,0
US Pop 20s,GAYLE,0
I'm Blue - Hits of 2022,GAYLE,0
Beautiful Trending Hits 2022,GAYLE,0
New Pop Classics,GAYLE,0
Running Songs,GAYLE,0
Hit After Hit,GAYLE,0
u don't deserve me,GAYLE,0
Hits Hits Hits,GAYLE,0
Trending Pop,GAYLE;The Wild,0
Today's Party Hits,GAYLE;The Wild,0
Upbeat Pop,GAYLE;The Wild,0
Pop Brandneu,GAYLE,0
From The Ashes - New Beats,GAYLE;The Wild,0
Your Perfect Soundtrack,GAYLE,0
Here to Forever - All New Indie,GAYLE,0
All That Really Matters - Just Hits,GAYLE,0
All Out Alternative,GAYLE,0
"#Multiverse, If the Multiverse Is Real",GAYLE;The Wild,0
Halloween Spooky Party 2022,Evanescence,4
Helloween Party,Evanescence,4
Halloween Party Canzoni per Bambini 2022,Evanescence,4
Halloween Party 2022,Evanescence,0
Rock & Halloween,Evanescence,4
Kick It,Evanescence,4
Fallen,Evanescence,4
The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),DJ Shadow;Mos Def,4
One More Light,Linkin Park;Kiiara,0
Collide (Remix Pack),Justine Skye;Tyga,4
EP 8,Qveen Herby,4
Akuma no Ko,Higuchi Ai,4
(III),Crystal Castles,0
Meet Me At Our Spot (Live),THE ANXIETY;WILLOW;Tyler Cole,0
LIVING THINGS,Linkin Park,4
Avenged Sevenfold,Avenged Sevenfold,3
Overwhelmed,Royal & the Serpent,0
Saiaku Saiai,Higuchi Ai,4
Electra Heart (Deluxe),MARINA,0
Walk - Fresh Rap Flow,Freddie Gibbs;Moneybagg Yo,0
Sailor on the Moon - Hot New Rap,Freddie Gibbs;Moneybagg Yo,0
Put It on Me: Trending Hip Hop 2022,Freddie Gibbs;Moneybagg Yo,0
Ghetto Superstar - New Rap Classics,Freddie Gibbs;Moneybagg Yo,0
Rock - Best of 2022,Shinedown,4
Halloween Metal Nights,Breaking Benjamin,0
20's Rock,Shinedown,4
Metal,Shinedown,4
Top of the Rock,Shinedown,4
Rock Brandneu,Shinedown,4
Metal Lives!,Shinedown,4
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz;Tame Impala;Bootie Brown,4
Demon Days,Gorillaz,4
Toxicity,System Of A Down,4
One More Light,Linkin Park,4
Meteora (Bonus Edition),Linkin Park,4
Hybrid Theory (Bonus Edition),Linkin Park,0
Meteora,Linkin Park,0
Hits Pop Rock 90's,Counting Crows,1
Miss You,Oliver Tree;Robin Schulz,4
Nightcall,Kavinsky,4
Plastic Beach,Gorillaz,4
Everything Sucks,Princess Nokia,0
Minutes to Midnight,Linkin Park,4
Minutes to Midnight,Linkin Park,0
Hybrid Theory (Bonus Edition),Linkin Park,4
overwhelmed (the remixes),Royal & the Serpent;Chri$tian Gate$,0
Chillin' It - Mellow Day Country,Kid Rock;Sheryl Crow;Bob Seger,1
Feeling Good,Kid Rock,1
Country Road Songs,Kid Rock;Sheryl Crow;Bob Seger,1
Country Car Hits,Kid Rock;Sheryl Crow;Bob Seger,1
Dolls EP,Bella Poarch,0
Pop Hits Now,Bella Poarch,0
Daily Pop Mix,Bella Poarch,0
Meteora (Bonus Edition),Linkin Park,4
Hybrid Theory (Bonus Edition),Linkin Park,0
Pop & Halloween,Crystal Castles,0
New Pop Icons,Bella Poarch,0
Baddest of Them All,Bella Poarch,0
Pop Brandneu,Bella Poarch,0
New Pop Classics,Bella Poarch,0
Beautiful Trending Hits 2022,Bella Poarch,0
Pop & Halloween,Crystal Castles,4
It's You - Fresh Hits,Bella Poarch,0
About Love (From The Netflix Film “To All The Boys: P.S. I Still Love You”),MARINA,4
Hits à suivre 2022,Bella Poarch,0
Am I Ready - Pop Night Out,Bella Poarch,0
"#Multiverse, If the Multiverse Is Real",Bella Poarch,0
All That Really Matters - Just Hits,Bella Poarch,0
Halloween Songs | Witches Hour,Ice Nine Kills,1
Halloween 2022,Ice Nine Kills,1
Halloween Party 2022,Ice Nine Kills,1
Release Your ANGER,Ice Nine Kills,4
Happy Haunted Halloween Tunes,Ice Nine Kills,1
Nightmare,Avenged Sevenfold,1
GREY Area,Little Simz,0
LIVING THINGS,Linkin Park,4
fmk (with blackbear),GAYLE;blackbear,0
Autumn Vibe,Amaarae;Kali Uchis;Moliy,4
Transformers: Revenge Of The Fallen The Album,Linkin Park,1
HÖST,Snoh Aalegra,0
Best R&B Tunes,Snoh Aalegra,0
LUGNA LÅTAR,Snoh Aalegra,0
LUGNA HITS,Snoh Aalegra,0
Blinding Lights,Snoh Aalegra,0
a study of the human experience volume two,GAYLE,4
Best R&B Tunes,Snoh Aalegra,0
Mega Hits Autumn/Fall 2022,THE ANXIETY;WILLOW;Tyler Cole,0
Autumn Vibes 2022,THE ANXIETY;WILLOW;Tyler Cole,0
Sweater Weather,THE ANXIETY;WILLOW;Tyler Cole,0
Energy Hip Hop,Rico Nasty;Flo Milli,0
The Hype,Rico Nasty,0
Internet Sensations,Rico Nasty;Marshmello,0
Summer Music Festival Hits,Rico Nasty;Flo Milli,0
Release Your ANGER,Lamb of God,4
Habits,Genevieve Stokes,0
A Thousand Suns,Linkin Park,4
Free Time,Ruel,4
A Thousand Suns,Linkin Park,1
Plastic Beach,Gorillaz,4
Vol. 3: The Subliminal Verses,Slipknot,4
Vanice,Cookiee Kawaii;Dear Silas,0
Electra Heart (Deluxe),MARINA,4
Hip Hop & R'n'B,Baby Tate,0
Walk - Fresh Rap Flow,Baby Tate,4
Sailor on the Moon - Hot New Rap,Baby Tate,4
Hail to the King,Avenged Sevenfold,1
What If I Love You,Gatlin,0
New Pop Icons,Janelle Monáe;Zoë Kravitz,1
The State of Pop,Janelle Monáe;Zoë Kravitz,1
Trending Hip Hop,Baby Tate,4
Coffee Break,Loyle Carner;Jorja Smith,4
Ghetto Superstar - New Rap Classics,Baby Tate,4
New RnB,Janelle Monáe,4
Hidden Gems,La Roux;GAMPER & DADONI,0
2Step - Pop R'n'B,Janelle Monáe,4
Halloween 2022,La Roux,4
Helloween Party,La Roux,4
Halloween Hits,La Roux,4
Modern R&B Love,Janelle Monáe,4
LIVING THINGS,Linkin Park,4
